昏,8137,hun
氓,870,mang
五,32288,wu
窜,1125,cuan
鸟,9424,niao
悠,2889,you
改,15348,gai
蒸,1019,zheng
呃,1176,e
珂,1626,ke
秆,151,gan
旎,42,ni
毒,7510,du
触,7273,chu
迪,20907,di
独,17597,du
维,38989,wei
蹿,222,cuan
霄,348,xiao
堆,9554,dui
粉,5640,fen
褐,2179,he
钙,55,gai
骝,15,liu
股,9862,gu
掷,1278,zhi
耶,9434,ye
榻,850,ta
仕,253,shi
属,11945,shu
凫,28,fu
巳,1892,si
恶,22708,e
智,10547,zhi
冀,230,ji
垄,194,long
领,23649,ling
涨,2175,zhang
媲,247,pi
樽,57,zun
讼,789,song
遁,255,dun
啃,680,ken
狂,13925,kuang
际,12987,ji
绊,953,ban
擎,635,qing
獗,64,jue
祛,55,qu
鳞,391,lin
散,14883,san
歧,794,qi
称,17995,chen
荷,4044,he
襻,30,pan
轿,1407,jiao
而,219746,er
涕,616,ti
猖,160,chang
媛,102,yuan
甚,23398,shen
辩,5268,bian
洪,1530,hong
纳,27741,na
尴,1620,gan
茶,7482,cha
蔺,9,lin
沿,7828,yan
叁,72,san
嗅,1453,xiu
苋,7,xian
橐,51,tuo
卖,11702,mai
握,13432,wo
日,47795,ri
捶,520,chui
蟹,323,xie
咄,688,duo
戋,4,jian
搏,1918,bo
逗,3117,dou
碜,65,chen
抠,181,kou
撤,2319,che
邬,404,wu
垮,1238,kua
骰,274,tou
妲,895,da
椽,95,chuan
篆,8,zhuan
乓,186,pang
鏖,41,ao
桧,13,gui
详,4689,xiang
仨,35,sa
跪,3968,gui
六,19163,liu
烬,551,jin
孱,126,can
鹳,63,guan
缨,131,ying
犁,323,li
锄,287,chu
娆,33,rao
尊,11501,zun
悍,451,han
冗,290,rong
隙,1221,xi
宛,1197,wan
额,5750,e
玫,3466,mei
疯,12107,feng
阮,232,ruan
崴,12,wai
憷,7,chu
舶,180,bo
廉,4269,lian
慌,6316,huang
藏,12083,cang
迓,8,ya
浔,10,xun
剖,755,pou
蕤,10,rui
滩,2735,tan
轨,1290,gui
叫,69073,jiao
郭,109,guo
嗯,5843,n
扶,4352,fu
蛹,90,yong
摺,58,zhe
湾,1862,wan
邂,244,xie
善,12480,shan
骆,1047,luo
很,147407,hen
漓,412,li
袒,492,tan
掠,2284,lue
蜣,4,qiang
斤,705,jin
栽,1116,zai
烂,5496,lan
奇,44567,qi
鹉,331,wu
糊,9429,hu
体,54408,ti
棒,3098,bang
豕,16,shi
埘,6,shi
筛,263,shai
姜,341,jiang
俨,509,yan
镯,398,zhuo
谐,1361,xie
岛,8880,dao
产,26749,chan
嘬,43,zuo
犯,14755,fan
碳,92,tan
娴,268,xian
治,22180,zhi
晌,665,shang
苏,15035,su
汐,53,xi
啖,21,dan
博,12596,bo
鹜,25,wu
表,59533,biao
韭,47,jiu
煮,1332,zhu
壳,1872,ke
署,1358,shu
捺,445,na
追,13317,zhui
咀,356,ju
胭,203,yan
戏,12747,xi
栓,353,shuan
阗,29,tian
护,19088,hu
梨,489,li
镁,31,mei
偃,32,yan
濒,382,bin
恣,193,zi
孵,201,fu
销,3721,xiao
将,65768,jiang
碉,135,diao
麝,98,she
蒡,49,bang
芥,300,gai
侧,6369,ce
氦,9,hai
疫,1254,yi
横,5746,heng
环,8970,huan
逮,2244,dai
禳,8,rang
鸲,6,qu
嬴,18,ying
枷,457,jia
似,52021,si
殿,3775,dian
品,22388,pin
祈,5394,qi
菏,6,he
呖,12,li
烙,567,lao
绝,26998,jue
塞,21146,sai
拥,10633,yong
荤,70,hun
嗫,195,nie
可,306919,ke
喀,2260,ka
厄,4330,e
鲆,5,ping
妈,27202,ma
候,73104,hou
帝,18806,di
鬟,12,huan
榨,361,zha
元,9023,yuan
盂,150,yu
飞,21072,fei
镫,156,deng
山,37301,shan
阀,144,fa
萌,589,meng
榕,42,rong
焚,779,fen
墟,667,xu
笞,139,chi
让,90745,rang
听,101356,ting
炯,999,jiong
撷,55,xie
蛋,8483,dan
俑,14,yong
桔,536,jie
党,7030,dang
囫,33,hu
闭,8014,bi
任,48503,ren
簇,1033,cu
馊,57,sou
怏,260,yang
莎,20438,sha
匙,3760,chi
谧,381,mi
甭,369,beng
厮,722,si
Ｑ,320,qiu
芸,184,yun
洽,436,qia
剃,688,ti
痂,31,jia
魉,8,liang
揎,5,xuan
勘,230,kan
扣,4696,kou
迦,1061,jia
啭,122,zhuan
影,24077,ying
绰,1159,chao
驳,2574,bo
磴,30,deng
泼,2606,po
衿,123,jin
需,25372,xu
帆,2244,fan
鬈,725,quan
瀚,100,han
稞,15,ke
肥,3587,fei
株,894,zhu
唬,842,hu
头,163248,tou
訾,5,zi
着,448429,zhe
嫉,2687,ji
蟋,206,xi
敌,10046,di
仑,2371,lun
诓,36,kuang
楔,115,xie
狙,94,ju
做,87353,zuo
蝠,214,fu
书,32342,shu
铭,787,ming
凯,20120,kai
晶,1794,jing
苹,1482,ping
恺,546,kai
守,11441,shou
朋,28628,peng
颊,4729,jia
意,153338,yi
锗,11,zhe
则,22203,ze
尝,4596,chang
货,7845,huo
趼,4,jian
千,17237,qian
细,22981,xi
磊,231,lei
拎,640,lin
蹑,726,nie
变,50110,bian
祟,542,sui
捣,1049,dao
酯,29,zhi
翰,6180,han
揸,6,zha
轻,58956,qing
淼,9,miao
西,101160,xi
禁,10748,jin
儆,57,jing
耐,7302,nai
枕,2720,zhen
缚,1138,fu
欢,41495,huan
愦,8,kui
未,25903,wei
纯,8129,chun
嘴,27001,zui
褶,633,zhe
悻,256,xing
础,1473,chu
鳃,34,sai
必,40972,bi
恐,17994,kong
蓓,3645,bei
奖,2890,jiang
早,41621,zao
士,54241,shi
絮,971,xu
韵,977,yun
跹,24,xian
潺,380,chan
庄,10553,zhuang
栋,1386,dong
搓,939,cuo
粘,1472,nian
逛,1456,guang
匝,141,za
队,23636,dui
谣,1352,yao
邰,15,tai
挽,2937,wan
乏,5210,fa
腑,363,fu
插,7387,cha
穗,550,sui
询,2994,xun
令,34691,ling
执,7933,zhi
共,12789,gong
直,74936,zhi
拼,3666,pin
锈,693,xiu
脐,147,qi
宗,5620,zong
砖,1724,zhuan
军,31816,jun
怦,1188,peng
羯,13,jie
疳,7,gan
殷,2079,yan
壁,9484,bi
祀,186,si
罄,45,qing
哉,314,zai
歌,14171,ge
藓,246,xian
糙,875,cao
滥,1001,lan
蕨,150,jue
髭,403,zi
嗳,821,ai
牲,5580,sheng
桶,3061,tong
骂,6977,ma
径,4635,jing
椋,18,liang
漏,1946,lou
芒,5791,mang
初,13721,chu
责,16785,ze
严,19727,yan
茧,236,jian
劲,9002,jin
趸,8,dun
人,729056,ren
戽,6,hu
鹅,2104,e
升,6307,sheng
益,5824,yi
住,86824,zhu
拒,8051,ju
浣,110,huan
捧,2265,peng
镳,93,biao
腻,1575,ni
匆,7369,cong
阈,26,yu
伎,295,ji
舐,143,shi
缯,10,zeng
龙,7012,long
力,77338,li
计,22376,ji
到,508833,dao
吴,415,wu
丸,1138,wan
抻,42,chen
贺,1967,he
巅,257,dian
桌,20067,zhuo
摔,2946,shuai
鹘,123,gu
坞,324,wu
毡,667,zhan
柩,143,jiu
置,12971,zhi
闵,30,min
迹,10288,ji
松,15864,song
氏,2177,shi
辎,139,zi
易,21893,yi
沤,18,ou
耧,7,lou
暨,32,ji
微,33661,wei
冲,19534,chong
电,34464,dian
魁,927,kui
假,20832,jia
痊,365,quan
荑,18,ti
懒,3464,lan
牛,14898,niu
瑟,9773,se
磬,5,qing
危,11573,wei
狰,281,zheng
啵,17,bo
瓴,4,ling
衷,2867,zhong
突,29510,tu
堂,20346,tang
分,86442,fen
吊,3665,diao
与,63861,yu
抑,3503,yi
撕,2829,si
喟,57,kui
侣,1742,lv
箫,29,xiao
搪,206,tang
莳,20,shi
瞳,283,tong
榷,23,que
伸,16500,shen
嫁,5386,jia
采,11542,cai
诋,143,di
捐,1037,juan
给,119969,gei
泥,6129,ni
赤,3200,chi
铵,5,an
能,204701,neng
晾,307,liang
颂,1116,song
帙,17,zhi
锟,4,kun
涤,332,di
砭,30,bian
爱,100540,ai
傲,6859,ao
琵,491,pi
衍,576,yan
祗,231,zhi
忘,18607,wang
裢,75,lian
慧,2550,hui
苦,34302,ku
靳,8,jin
呵,3333,he
痴,2625,chi
荻,81,di
异,13591,yi
唆,352,suo
踌,658,chou
斑,2736,ban
舔,1068,tian
店,17587,dian
香,15159,xiang
咛,115,ning
功,11360,gong
讥,1578,ji
挪,2333,nuo
餮,39,tie
炳,35,bing
露,30222,lou
溷,9,hun
抿,605,min
脾,3335,pi
寅,13,yin
雇,3663,gu
凉,7897,liang
扔,6608,reng
孚,269,fu
淡,9815,dan
闱,9,wei
价,12583,jia
二,49121,er
夙,47,su
碘,41,dian
您,91241,nin
缭,443,liao
妮,20501,ni
由,59155,you
钰,5,yu
椹,5,shen
朽,1039,xiu
魅,2349,mei
酉,122,you
珊,2612,shan
牟,130,mou
档,1593,dang
迢,157,tiao
菪,12,dang
彭,879,peng
驯,1160,xun
卵,1517,luan
曼,13078,man
市,17730,shi
吆,464,yao
炉,7300,lu
刊,1854,kan
撑,2862,cheng
投,10800,tou
茔,37,ying
得,328054,de
稚,1203,zhi
原,44850,yuan
肩,15476,jian
截,3235,jie
唰,94,shua
防,7281,fang
谶,13,chen
跋,464,ba
仍,22983,reng
诏,116,zhao
婚,26345,hun
泡,2580,pao
赠,1365,zeng
惩,3398,cheng
巫,1615,wu
确,34984,que
凳,2514,deng
汶,58,wen
裹,3446,guo
麂,27,ji
冈,1797,gang
洋,10263,yang
憨,161,han
爵,40858,jue
根,37440,gen
均,2180,jun
鳖,133,bie
姘,104,pin
楣,373,mei
蓦,601,mo
呱,661,gu
痰,244,tan
羁,510,ji
禅,280,chan
圆,8234,yuan
玉,2037,yu
岗,2151,gang
编,5218,bian
猞,29,she
朦,1593,meng
纫,302,ren
尬,1618,ga
锲,45,qie
叉,2985,cha
版,4047,ban
篙,18,gao
奚,242,xi
卞,96,bian
濡,188,ru
揩,471,kai
艨,4,meng
劈,1359,pi
栏,4476,lan
窘,1448,jiong
璜,459,huang
速,11824,su
萧,625,xiao
抨,249,peng
之,139739,zhi
腕,1820,wan
摧,1245,cui
鹫,103,jiu
自,237340,zi
兵,20056,bing
虻,535,meng
暑,745,shu
脔,12,luan
垛,275,duo
砚,22,yan
钝,1011,dun
氢,136,qing
怪,24198,guai
地,428061,di
玳,55,dai
壅,18,yong
勉,2848,mian
材,7115,cai
站,46351,zhan
镜,9287,jing
满,52235,man
择,5280,ze
荨,110,qian
快,65359,kuai
右,10943,you
找,47111,zhao
往,47323,wang
笃,703,du
妄,1781,wang
隆,6267,long
吝,637,lin
推,16446,tui
许,64994,xu
搽,181,cha
盆,3049,pen
烊,90,yang
虑,14392,lv
擒,238,qin
睛,37049,jing
飚,22,biao
嗜,790,shi
正,105920,zheng
饯,136,jian
噱,61,xue
起,226686,qi
腿,13095,tui
挂,11103,gua
邋,355,la
随,32626,sui
徕,68,lai
抗,7647,kang
萘,13,nai
溟,15,ming
造,18385,zao
渴,5768,ke
稼,880,jia
珍,8630,zhen
剌,107,la
科,28682,ke
翕,130,xi
幔,412,man
苗,1901,miao
凡,11646,fan
铣,25,xi
巩,201,gong
惫,1446,bei
罪,16979,zui
衰,2622,shuai
泳,2027,yong
蹴,35,cu
狷,7,juan
其,76321,qi
驼,1939,tuo
绿,8481,lv
暄,319,xuan
沈,258,chen
鸿,333,hong
胀,1395,zhang
蛄,5,gu
橇,559,qiao
俊,2398,jun
寒,6786,han
黔,12,qian
擘,6,bo
也,303226,ye
酡,20,tuo
靥,72,ye
婧,4,jing
捭,8,bai
诲,246,hui
醋,952,cu
渊,1527,yuan
底,25003,de
榛,198,zhen
疣,158,you
箧,11,qie
芭,1128,ba
袱,466,fu
椰,346,ye
钹,48,bo
甸,1150,dian
妻,19811,qi
笼,4285,long
泉,2898,quan
蹊,231,qi
狍,12,pao
绕,6102,rao
晚,46046,wan
迟,7007,chi
汞,33,gong
牢,6629,lao
柯,9433,ke
淳,195,chun
轴,475,zhou
偶,6756,ou
移,9010,yi
老,87697,lao
构,6244,gou
消,29677,xiao
羔,715,gao
肖,2624,xiao
冠,2336,guan
颦,56,pin
撮,468,cuo
吹,8609,chui
精,27409,jing
臀,1004,tun
歇,4838,xie
今,38450,jin
哎,4022,ai
嫒,51,ai
燠,10,yu
扭,5312,niu
导,9494,dao
再,92630,zai
钏,33,chuan
麓,105,lu
沟,2782,gou
伞,1481,san
碧,1853,bi
鸨,155,bao
亳,6,bo
水,50431,shui
瘸,649,que
岿,35,kui
旅,15835,lv
么,325190,me
赊,177,she
偌,205,ruo
篑,12,kui
潞,13,lu
嗥,187,hao
烷,36,wan
茁,102,zhuo
技,5069,ji
吏,894,li
辞,4478,ci
猡,125,luo
加,57684,jia
甥,809,sheng
咤,37,zha
缩,6250,su
舫,23,fang
晃,6304,huang
蓄,1685,xu
城,25516,cheng
蝙,216,bian
狠,6822,hen
瓤,17,rang
睹,1418,du
闺,666,gui
螃,117,pang
怂,319,song
争,18915,zheng
傍,2257,bang
砒,58,pi
蜘,874,zhi
殛,15,ji
涟,261,lian
丞,15,cheng
锤,860,chui
禧,5,xi
冷,25203,leng
眸,2089,mou
礼,25344,li
聂,1982,nie
擅,859,shan
子,375829,zi
糕,3557,gao
诛,60,zhu
跟,68727,gen
哥,17266,ge
旯,76,la
赴,1484,fu
饼,2696,bing
舁,21,yu
掀,1569,xian
踉,897,liang
澈,609,che
逍,354,xiao
唏,71,xi
弓,1958,gong
昙,91,tan
躞,22,xie
邢,10,xing
琥,337,hu
徨,127,huang
茫,3184,mang
暮,1301,mu
状,11440,zhuang
嘹,94,liao
纾,20,shu
菀,11,wan
权,15634,quan
迈,9588,mai
里,365122,li
畏,3159,wei
珠,6241,zhu
痤,8,cuo
鹩,19,liao
恭,3981,gong
蛮,2723,man
橱,2106,chu
铺,7381,pu
肃,5272,su
躇,664,chu
颓,667,tui
宕,102,dang
暗,23467,an
耘,65,yun
沛,577,pei
级,10266,ji
趱,14,zan
氰,48,qing
嚷,5942,rang
旁,27435,pang
矍,17,jue
噌,25,ceng
屐,68,ji
敖,43,ao
保,40775,bao
楞,306,leng
嗡,1742,weng
睢,8,sui
句,27334,ju
黧,62,li
虬,26,qiu
拯,1218,zheng
系,27576,ji
竿,526,gan
茅,1293,mao
抄,1138,chao
万,28095,wan
霍,8709,huo
猥,322,wei
墨,5704,mo
玺,138,xi
禾,122,he
恃,166,shi
雌,674,ci
鳐,42,yao
忒,2324,te
惘,389,wang
磨,9500,mo
杭,437,hang
昂,9478,ang
辇,20,nian
樊,65,fan
鎏,4,liu
岑,463,cen
林,30573,lin
脘,6,wan
涛,1065,tao
本,72826,ben
邹,12,zou
麽,409,mo
宿,3408,su
担,16822,dan
豆,2154,dou
棉,2186,mian
盍,6,he
孔,8584,kong
跛,391,bo
诟,22,gou
走,140972,zou
呶,136,nao
酸,2689,suan
塾,28,shu
萁,8,qi
舅,3941,jiu
榈,343,lv
阍,29,hun
瞌,480,ke
箔,147,bo
怙,13,hu
渝,251,yu
鲦,16,tiao
妨,2830,fang
蔫,85,nian
帽,11994,mao
碾,294,nian
潇,550,xiao
览,1674,lan
银,11295,yin
凸,723,tu
漆,3489,qi
隋,15,sui
猎,6939,lie
骓,11,zhui
谜,1144,mei
唢,23,suo
弦,1528,xian
太,100900,tai
搬,4969,ban
辱,6518,ru
爸,12017,ba
痍,25,yi
塔,25996,ta
杖,1956,zhang
裟,69,sha
葬,3663,zang
惯,9932,guan
蹰,24,chu
瓷,1137,ci
绻,56,quan
鱼,11786,yu
悄,10071,qiao
倏,572,shu
娓,311,wei
掮,94,qian
液,3246,ye
匹,7310,pi
崽,393,zai
蛀,250,zhu
胄,222,zhou
汇,2674,hui
拘,2165,ju
赝,74,yan
靡,403,mi
酥,463,su
烤,2659,kao
仰,6392,yang
韶,50,shao
搂,3580,lou
鞋,7085,xie
斗,19253,dou
带,64365,dai
堪,5033,kan
椴,125,duan
喷,3480,pen
鲽,11,die
情,160553,qing
绑,3073,bang
磕,448,ke
奔,8756,ben
晖,237,hui
进,99181,jin
恚,8,hui
囡,15,nan
嫩,1820,nen
轰,2937,hong
噶,70,ga
翻,10772,fan
者,66873,zhe
肚,5040,du
垠,240,yin
钢,4090,gang
冤,893,yuan
麦,16397,mai
脯,1397,fu
刹,1734,cha
鼻,8485,bi
尽,40615,jin
蟀,145,shuai
浇,894,jiao
仆,10874,pu
诈,1333,zha
佛,19929,fo
陡,1425,dou
遥,3038,yao
摭,6,zhi
零,4727,ling
特,137038,te
司,21787,si
籽,167,zi
愆,30,qian
钓,1642,diao
谘,5,zi
悛,7,quan
会,285000,hui
舜,6,shun
训,4866,xun
簸,538,bo
傻,7125,sha
槁,154,gao
腆,520,tian
噔,117,deng
胛,95,jia
蛟,9,jiao
敞,2990,chang
煦,192,xu
奶,9270,nai
啾,167,jiu
帏,71,wei
吓,10039,xia
辚,136,lin
挝,24,wo
缥,298,piao
甩,2259,shuai
咨,330,zi
踯,73,zhi
涮,92,shuan
逻,1901,luo
阿,59869,a
疾,3749,ji
扇,4888,shan
髌,4,bin
拜,9370,bai
屣,42,xi
剧,13177,ju
菲,17765,fei
杵,86,chu
闾,5,lv
怆,149,chuang
馋,251,chan
昊,101,hao
业,19047,ye
茜,3416,qian
倦,4193,juan
